CB,N,3,0|NA,N,4,0|FT,N,9,3|FR,N,9,3|SDT,C,7|LOC,C,20|PRO,C,2|SDR,C,7|LON,N,6,0|LAT,N,6,0|BN,N,7,3|CS,C,1|NRE,C,11|MME,C,20|MME2,C,20|PTX,N,4,1|PIM,N,6,1|TA,N,4,0|MMA,C,20|MMA2,C,20|POL,C,2|ACU,N,5,1|E,N,5,1|CT,N,4,0|HA,N,3,0|AAL,N,4,1|CON,C,1|SER_SIS1,C,5|OBS,C,40
151|3168|14837|15159|LSM839|MOGOTE DE LOS CONGOS|CD|AYO838|642619|312546|28|2||||27.3|-85|710||P 1,8M HP|V|296.4|0|1440|40|0|A|MXD|
151|3167|14585|15313|LSY921|VILLA MARIA|CD|AYO833|631304|322416|14|2||||27.3|-85|710||P 1,8M HP|V|132.2|0|198|40|0|A|MXD|
151|3169|15159|14837|AYO838|VILLA CARLOS PAZ|CD|LSM839|642954|312415|28|2||||27.3|-85|706||P 1,2M HP|V|116.4|0|730|39|0|A|MXD|
151|3170|14809|15131|AZE414|CIUDAD DE BUENOS AIR|CF|LSU805|582525|343606|28|2||||18|-85|709||P 1,2M HP|V|86.2|0|15|70|0|A|MXD|
151|3172|14865|15187|AZE414|CIUDAD DE BUENOS AIR|CF|AZZ337|582525|343606|28|2||||18|-85|710||P 1,8M HP|V|183|0|15|74|0|A|MXD|
151|3174|15159|14837|AZZ200|CIUDAD DE BUENOS AIR|CF|AZZ341|582821|343509|28|2||||18|-87|703||P 0,6M HP|V|294|0|19|62|0|A|MXD|
151|3176|14613|15341|AYQ806|CIUDAD DE BUENOS AIR|CF|LSU687|582414|343452|14|2||||18|-85|708||P 0,6M HP|V|119|0|15|90|0|A|MXD|
151|3178|15131|14809|AZZ345|MORENO|BA|AZE456|584717|343848|28|2||||18|-85|710||P 1,8M HP|V|111.6|0|25|60|0|A|MXD|
151|3180|15313|14585|AZZ345|MORENO|BA|LSU808|584717|343848|14|2||||18|-85|708||P 0,6M HP|V|160|0|25|31|0|A|MXD|
151|3182|14599|15327|AZZ342|AVELLANEDA|BA|LSU809|582152|343947|14|2||||18|-85|708||P 0,6M HP|V|176|0|10|41|0|A|MXD|
151|3184|15187|14865|AZE429|LA PLATA|BA|AZZ335|575717|345458|28|2||||18|-85|709||P 1,2M HP|V|309.6|0|10|68|0|A|MXD|
151|3186|15264|14536|AZZ343|VILLA DOMINICO|BA|AYN313|581928|344139|7|2||||18|-87|710||P 1,8M HP|V|177.3|0|5|55|0|A|MXD|
151|3188|15341|14613|AYQ809|ISIDRO CASANOVA|BA|LSS767|583513|344235|14|2||||18|-85|710||P 1,8M HP|V|1|0|17|40|0|A|MXD|
151|3171|15131|14809|LSU805|CIUDAD DE BUENOS AIR|CF|AZE414|582243|343557|28|2||||18|-85|710||P 1,8M HP|V|266.2|0|10|69|0|A|MXD|
151|3173|15187|14865|AZZ337|CIUDAD DE BUENOS AIR|CF|AZE414|582538|343912|28|2||||18|-85|710||P 1,8M HP|V|3|0|10|54|0|A|MXD|
151|3175|14837|15159|AZZ341|CIUDAD DE BUENOS AIR|CF|AZZ200|583054|343411|28|2||||18|-87|703||P 0,6M HP|V|114|0|12|60|0|A|MXD|
151|3177|15341|14613|LSU687|CIUDAD DE BUENOS AIR|CF|AYQ806|582210|343550|14|2||||18|-85|709||P 1,2M HP|V|299|0|10|25|0|A|MXD|
151|3179|14809|15131|AZE456|MERLO|BA|AZZ345|584354|343954|28|2||||18|-85|709||P 1,2M HP|V|291.6|0|20|42|0|A|MXD|
151|3181|14585|15313|LSU808|PASO DEL REY|BA|AZZ345|584620|344056|14|2||||18|-85|709||P 1,2M HP|V|340|0|22|42|0|A|MXD|
151|3183|15327|14599|LSU809|LANUS|BA|AZZ342|582136|344256|14|2||||18|-85|710||P 1,8M HP|V|356|0|20|55|0|A|MXD|
151|3185|14865|15187|AZZ335|RINGUELET|BA|AZE429|575937|345323|28|2||||18|-85|709||P 1,2M HP|V|129.6|0|8|45|0|A|MXD|
151|3187|14536|15264|AYN313|BERNAL|BA|AZZ343|581919|344414|7|2||||18|-87|703||P 0,6M HP|V|357.3|0|5|68|0|A|MXD|
151|3189|14613|15341|LSS767|SAN JUSTO|BA|AYQ809|583509|344036|14|2||||18|-85|710||P 1,8M HP|V|181|0|28|43|0|A|MXD|
151|3190|14750|15200||CIUDAD DE BUENOS AIR|CF||582225|343617|500|2||||16|-76|707||P O,6M|M|353.8|6.8|5|85|2.1|C|MXD|
151|3191|15200|14750||CIUDAD DE BUENOS AIR|CF||582227|343602|500|2||||16|-76|707||P O,6M|M|173.8|-6.8|17|40|2.1|C|MXD|
151|3192|14599|15327|LQZ979|MORENO|BA|LQZ871|585126|343422|28|2|C-1096|SIEMENS|SRAL 15|20|-86|704||P 1,2M HP|V|334.7|0|30|54|0.2|A|MXD|
151|3193|15327|14599|LQZ871|PILAR|BA|LQZ979|585459|342752|28|2|C.1096|SIEMENS|SRAL 15|20|-86|704||P 1,2M HP|V|154.7|0|23|48|0.2|A|MXD|
151|3196|14585|15313|AYR632|SAN NICOLAS|BA|LPA949|601322|332129|14|2|C-0929|||18|-85|710||P 1,8M HP|V|116.6|0|10|31|0|A|MXD|
151|3197|15313|14585|LPA949|SAN NICOLAS|BA|AYR632|600930|332306|14|2|C-0929|||18|-85|710||P 1,8M HP|V|296.6|0|15|50|0|A|MXD|
151|3198|15334|14606|LQY271|CORDOBA|CD|AZZ465|641552|312610|2.3|2|C-0742|||18|-93|700|MINI-LINK 15-C||V|69.6|-0.3|470|16|0|A|MXD|
151|3199|14606|15334|AZZ465|CORDOBA|CD|LQY271|641024|312426|2.3|2|C-0742|||18|-93|700|MINI-LINK 15-C||V|249.6|0.3|399|40|0|A|MXD|
151|3200|15103|14781|LPB922|VILLA BALLESTER|BA|LQZ995|583325|343249|14|2|C-1096|||18|-93|703|P O,6M HP||H|35.9|0|25|46|0.2|A|MXD|
151|3201|14781|15103|LQZ995|SAN ISIDRO|BA|LPB922|583133|343041|14|2|C-1096|||18|-93|703|P O,6M HP||H|215.9|0|20|38|0.2|A|MXD|
151|3202|14781|15103|LSV974|CIPOLLETTI|RN|LQA913|675926|385552|28|2||||16.5|-76|704||ANDREW VHP4-142|V|245.2|0|263|22|0.5|A|MXD|
151|3205|14865|15187|LQA914|CIPOLLETTI|RN|LQA913|675937|385629|14|2||||16.5|-80|703||ANDREW VHP2-142|V|260.4|0|262|35|0.5|A|MXD|
151|3206|14781|15103|LQA914|CIPOLLETTI|RN|LQA921|675937|385629|14|2||||16.5|-80|704||ANDREW VHP4-142|V|255.9|0|262|20|0.5|A|MXD|
151|3203|15103|14781|LQA913|NEUQUEN|NQ|LSV974|680202|385648|28|2||||16.5|-76|704||ANDREW VHP4-142|V|65.2|0|276|30|0.5|A|MXD|
151|3204|15187|14865|LQA913|NEUQUEN|NQ|LQA914|680202|385648|14|2||||16.5|-80|703||ANDREW VHP2-142|V|80.4|0|276|65|0.5|A|MXD|
151|3208|15103|14781|LQA913|NEUQUEN|NQ|LQA915|680202|385648|14|2||||16.5|-80|704||ANDREW VHP4-142|V|271.8|0|276|79|0.5|A|MXD|
151|3207|15103|14781|LQA921|NEUQUEN|NQ|LQA914|680316|385712|14|2||||16.5|-80|704||ANDREW VHP4-142|V|75.9|0|266|30|0.5|A|MXD|
151|3209|14781|15103|LQA915|NEUQUEN|NQ|LQA913|680405|385645|14|2||||16.5|-80|704||ANDREW VHP4-142|V|91.8|0|304|35|0.5|A|MXD|
151|3211|14865|15187|AZA385|PLOTTIER|NQ|LQA918|681242|385731|14|2||||16.5|-80|703||ANDREW VHP2-142|V|90.9|0|273|28|0.5|A|MXD|
151|3210|15187|14865|LQA918|NEUQUEN|NQ|AZA385|680838|385734|14|2||||16.5|-80|703||ANDREW VHP2-142|V|270.9|0|270|40|0.5|A|MXD|
151|3212|14557|15285|AZT691|PUERTO PIRAMIDE|CB|AZQ352|641743|423403|7|2|C-917|SIEMENS SRA-L||13|-99|703||P 0,6M HP|H|110|0|91|25|0|A|MXD|
151|3213|15285|14557|AZQ352|PUERTO PIRAMIDE|CB|AZT691|641652|423417|7|2|C-917|SIEMENS SRA-L||13|-99|703||P 0,6M HP|H|290|0|18|8|0|A|MXD|
151|3214|14865|15187|LSY878|GRANADERO BAIGORRIA|SF|LSY877|604218|325152|28|2|C-0877|||17|-79|703||P 0,6M HP|H|334.1|0.1|28|40|0|A|MXD|
151|3215|15187|14865|LSY877|CAPITAN BERMUDEZ|SF|LSY878|604327|324953|28|2|C-0877|||17|-79|703||P 0,6M HP|H|154.1|-0.1|28|46|0|A|MXD|
151|3218|14750|15200||CIUDAD DE BUENOS AIR|CF||582853|343805|500|2||||21|-89|0||P 0,6M HP|M|115.9|0|20|81|8|C|MXD|
151|3219|15200|14750||CIUDAD DE BUENOS AIR|CF||582601|343914|500|2||||21|-89|0||P 0,6M HP|M|295.9|0|4|32|8|C|MXD|
151|3220|14750|15200||CIUDAD DE BUENOS AIR|CF||582853|343805|500|2||||21|-89|0||P 0,6M HP|M|115.9|0|20|75|0|C|MXD|
151|3221|15200|14750||CIUDAD DE BUENOS AIR|CF||582718|343843|500|2||||21|-89|0||P 0,6M HP|M|295.9|0|9|45|0|C|MXD|
151|3222|14750|15200||CIUDAD DE BUENOS AIR|CF||582809|343609|500|2||||21|-89|0||P 0,6M HP|M|346.9|0|16|50|0|C|MXD|
151|3223|15200|14750||CIUDAD DE BUENOS AIR|CF||582836|343433|500|2||||21|-89|0||P 0,6M HP|M|166.9|0|13|31|0|C|MXD|
151|3224|14750|15200||CIUDAD DE BUENOS AIR|CF||582809|343609|500|2||||21|-89|0||P 0,6M HP|M|316.2|0|16|50|0|C|MXD|
151|3225|14750|15200||CIUDAD DE BUENOS AIR|CF||582907|343519|500|2||||21|-89|0||P 0,6M HP|M|136.2|0|22|45|0|C|MXD|
151|3226|14750|15200||CIUDAD DE BUENOS AIR|CF||582809|343609|500|2||||21|-89|0||P 0,6M HP|M|104.9|0|16|50|0|C|MXD|
151|3227|15200|14750||CIUDAD DE BUENOS AIR|CF||582638|343629|500|2||||21|-89|0||P 0,6M HP|M|284.9|0|23|39|0|C|MXD|
151|3228|14750|15200||CIUDAD DE BUENOS AIR|CF||582809|343609|500|2||||21|-89|0||P 0,6M HP|M|272.8|0|16|50|0|C|MXD|
151|3229|15200|14750||CIUDAD DE BUENOS AIR|CF||583013|343604|500|2||||21|-89|0||P 0,6M HP|M|92.8|0|26|48|0|C|MXD|
151|3230|14750|15200||CIUDAD DE BUENOS AIR|CF||582353|343551|500|2||||21|-89|0||P 0,6M HP|M|273.3|0|5|87|0|C|MXD|
151|3231|15200|14750||CIUDAD DE BUENOS AIR|CF||582539|343546|500|2||||21|-89|0||P 0,6M HP|M|93.3|0|10|45|0|C|MXD|
151|3232|14543|15271|AZW891|MARTINEZ|BA|AZW766|583048|342958|28|2||||20|-84.5|701||P 1,2M|V|208|0|24|68|1.3|A|MXD|
151|3233|15271|14543|AZW766|SAN MARTIN|BA|AZW891|583314|343344|28|2||||20|-84.5|701||P 1,2M|V|28|0|26|38|1.3|A|MXD|
151|3236|14557|15285|LSY692|CIUDAD DE BUENOS AIR|CF|LSY693|582929|343938|7|2|C-917|SRA-L||20|-99|703||P 0,6M HP|V|41|0|21|15|0|A|MXD|
151|3237|15285|14557|LSY693|CIUDAD DE BUENOS AIR|CF|LSY692|582726|343744|7|2|C-917|SRA-L||20|-99|703||P 0,6M HP|V|221|0|21|70|0|A|MXD|
151|3238|14750|15200||TIGRE|BA||583433|342536|500|2||||21|-89|703||P 0,6M HP|M|354.6|0|4|45|0|C|MXD|
151|3239|15200|14750||TIGRE|BA||583437|342501|500|2||||21|-89|703||P 0,6M HP|M|174.6|0|4|39|0|C|MXD|
151|3240|14750|15200||CIUDAD DE BUENOS AIR|BA||582611|343801|500|2||||21|-89|703||P 0,6M HP|M|173.5|0|20|33|0|C|MXD|
151|3241|15200|14750||CIUDAD DE BUENOS AIR|BA||582611|343914|500|2||||21|-89|703||P 0,6M HP|M|353.5|0|4|30|0|C|MXD|
151|3242|14750|15200||TIGRE|BA||583705|342424|500|2||||21|-89|703||P 0,6M HP|M|106.8|0|5|32|0|C|MXD|
151|3243|15200|14750||TIGRE|BA||583437|342501|500|2||||21|-89|703||P 0,6M HP|M|286.8|0|4|39|0|C|MXD|
151|3244|14750|15200||CIUDAD DE BUENOS AIR|CF||582820|343228|500|2||||21|-89|703||P 0,6M HP|M|166.9|0|10|33|0|C|MXD|
151|3245|15200|14750||CIUDAD DE BUENOS AIR|CF||582809|343307|500|2||||21|-89|703||P 0,6M HP|M|346.9|0|5|48|0|C|MXD|
151|3246|15103|14781|LSW442|CIUDAD DE BUENOS AIR|CF|LSW443|582638|343350|14|2|C-0512|||21|-75|700||P 0,6M HP|V|329.6|0|10|40|0|A|MXD|
151|3247|14781|15103|LSW443|CIUDAD DE BUENOS AIR|CF|LSW442|582812|343138|14|2|C-0512|||21|-75|700||P 0,6M HP|V|149.6|0|10|38|0|A|MXD|
151|3248|15271|14543|LQA920|CIUDAD DE BUENOS AIR|CF|AZW891|582828|343247|7|2||||18|-87|700||P 0,6M HP|H|325.3|0|13|30|1.3|A|MXD|
151|3249|14543|15271|AZW891|MARTINEZ|BA|LQA920|583048|342958|7|2||||18|-87|700||P 0,6M HP|H|145.3|0|24|50|1.3|A|MXD|
151|3250|14557|15285|LXA605|PUAN|BA|AZZ707|624600|373247|7|2|C-917|SRA-L||20|-99|700||P 0,6M HP|V|181.1|0|265|7|0|A|MXD|
151|3251|15285|14557|AZZ707|PUAN|BA|LXA605|624603|373451|7|2|C-917|SRA-L||20|-99|700||P 0,6M HP|V|1.1|0|265|42|0|A|MXD|
151|3252|14697|15019|AZZ981|CORDOBA|CD|AZO399|641400|312116|28|2|C-1098|||13|-89|700||VHP2 144|V|124.2|0|426|60|1.8|A|MXD|EX C.T.I. S.A.
151|3253|15019|14697|AZO399|CORDOBA|CD|AZZ981|641310|312145|28|2|C-1098|||13|-89|700||VHP2 144|V|304.2|0|422|25|0.8|A|MXD|EX C.T.I. S.A.
151|3254|14508|15236|AZK860|ARGUELLO|CD|AYV561|641458|312053|7|2|C-917|SIEMENS|SRAL|18|-87.5|707||P 0,6M|V|279.8|0|455|45|1|A|MXD|
151|3255|15236|14508|AYV561|ARGUELLO|CD|AZK860|641823|312021|7|2|C-917|SIEMENS|SRAL|18|-87.5|701||P 1,2M|V|99.8|0|500|60|1|A|MXD|
151|3258|15320|14592|LXA708|CIUDAD DE CORDOBA|CD|AYY812|640529|312328|7|2|C-917|SRA-L||20|-99|900||P 0,6M HP|V|247|0|425|17|0|A|MXD|
151|3259|14592|15320|AYY812|CIUDAD DE CORDOBA|CD|LXA708|641047|312520|7|2|C-917|SRA-L||20|-99|900||P 0,6M HP|V|67|0|435|74|0|A|MXD|
151|3260|14529|15257||RAMOS MEJIA|BA||583345|343827|14|2||||18|-99|704||P 1,2M HP|H|251|0|25|76|0.2|C|MXD|
151|3261|15257|14529||CIUDAD DE BUENOS AIR|CF||582433|343555|14|2||||18|-99|704||P 1,2M HP|H|71|0|20|80|0.2|C|MXD|
151|3262|14571|15299|LSQ362|MOLINA|MZ|AZC468|684709|325310|7|2|C-1138|||18|-82|709|ANDREW VHP4-142|P 1,2M HP|V|345|0|702|33|0|A|MXD|
151|3263|15299|14571|AZC468|MENDOZA|MZ|LSQ362|684820|324928|7|2|C-1138|||18|-82|709|ANDREW VHP4-142|P 1,2M HP|V|165|0|698|45|0|A|MXD|
151|3264|14750|15200||CIUDAD DE BUENOS AIR|CF||582412|343710|500|2||||21|-76|704||P 1,2M|M|50.9|0|23|50|1|C|MXD|
151|3266|14750|15200||CIUDAD DE BUENOS AIR|CF||582236|343845|500|2||||21|-76|702||P 0,6M|M|259.7|0|5|40|1|C|MXD|
151|3268|14750|15200||CIUDAD DE BUENOS AIR|CF||582304|343642|500|2||||21|-76|704||P 1,2M|M|269.9|0|22|40|1|C|MXD|
151|3265|15200|14750||CIUDAD DE BUENOS AIR|CF||582330|343642|500|2||||21|-76|704||P 1,2M|M|230.9|0|22|55|1|C|MXD|
151|3267|15200|14750||CIUDAD DE BUENOS AIR|CF||582450|343905|500|2||||21|-76|702||P 0,6M|M|79.7|0|6|50|1|C|MXD|
151|3269|15200|14750||CIUDAD DE BUENOS AIR|CF||582330|343642|500|2||||21|-76|704||P 1,2M|M|90|0|22|55|1|C|MXD|
151|3271|14750|15200||CIUDAD DE BUENOS AIR|CF||583027|343422|500|2|C-917|||17|-84|700|MINI-LINK 15-C||M|41.2|0.6|23|22|0|C|MXD|
151|3272|15200|14750||CIUDAD DE BUENOS AIR|CF||582900|343300|500|2|C-917|||17|-84|700|MINI-LINK 15-C||M|221.1|-0.6|8|78|0|C|MXD|
151|3273|14781|15103|LQF811|EL CAZADOR|BA|LQB350|584548|341828|28|2|C-0517|||21|-76|704||P 1,2M|V|213.3|0|10|55|1|A|MXD|
151|3275|14753|15075|LQF801|TIGRE|BA|AYG889|583438|342635|28|2|C-0517|||21|-76|704||P 1,2M|V|184.5|0|10|55|1|A|MXD|
151|3274|15103|14781|LQB350|ESCOBAR|BA|LQF811|584745|342055|28|2|C-0517|||21|-76|704||P 1,2M|V|33.3|0|10|60|1|A|MXD|
151|3276|15075|14753|AYG889|SAN ISIDRO|BA|LQF801|583452|342900|28|2|C-0517|||21|-76|704||P 1,2M|V|4.5|0|10|60|1|A|MXD|
151|3277|15236|14508|LSW26|RAWSON|CB|LSW25|650615|431708|7|2|C-917|SIEMENS|SRAL|18|-87.5|704||P 1,2M|V|282|0|5|47|1|A|MXD|
151|3278|14508|15236|LSW25|TRELEW|CB|LSW26|651909|431507|7|2|C-917|SIEMENS|SRAL|18|-87.5|704||P 1,2M|V|102.1|0|24|47|1|A|MXD|
151|3279|14750|15200||JOSE C. PAZ|BA||584535|343142|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|36.6|-1.6|30|47|0|C|MXD|
151|3280|15200|14750||JOSE C. PAZ|BA||584508|343113|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|216.6|1.6|30|14|0|C|MXD|
151|3281|14750|15200||CIUDAD DE BUENOS AIR|CF||582500|343322|500|2||||19|-78|0|ANDREW VHLP2-142||M|138.7|0|5|30|0.8|C|MXD|
151|3282|15200|14750||CIUDAD DE BUENOS AIR|CF||582213|343558|500|2||||19|-78|0|ANDREW VHLP2-142||M|318.7|0|5|145|0.8|C|MXD|
151|3283|14750|15200||ESCOBAR|BA||584706|342056|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|277.1|-1.8|19|49|0|C|MXD|
151|3284|15200|14750||ESCOBAR|BA||584746|342053|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|97.1|1.8|22|15|0|C|MXD|
151|3285|14750|15200||CIUDAD DE BUENOS AIR|CF||582900|343300|500|2|C-903|||18|-81|700|MINI-LINK 15-C||M|114.2|0.1|8|78|0|C|MXD|
151|3286|15200|14750||CIUDAD DE BUENOS AIR|CF||582637|343353|500|2|C-903|||18|-81|700|MINI-LINK 15-C||M|294.2|-0.1|19|76|0|C|MXD|
151|3287|14750|15200||CIUDAD DE BUENOS AIR|CF||582900|343300|500|2|C-903|||15|-89|700|9415UX||M|108.2|-0.4|8|76|0|C|MXD|
151|3288|15200|14750||CIUDAD DE BUENOS AIR|CF||582702|343332|500|2|C-903|||15|-89|700|9415UX||M|288.2|0.4|17|47|0|C|MXD|
151|3289|14750|15200||CIUDAD DE BUENOS AIR|CF||582900|343300|500|2|C-903|||18|-93|700|MINI-LINK 15-C||M|158.7|-0.2|8|76|0|C|MXD|
151|3290|15200|14750||CIUDAD DE BUENOS AIR|CF||582728|343614|500|2|C-903|||18|-93|700|MINI-LINK 15-C||M|338.7|0.2|19|38|0|C|MXD|
151|3291|14750|15200||LOMAS DE ZAMORA|BA||582333|344555|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|35.9|0.1|14|45|0|C|MXD|
151|3292|15200|14750||MONTE CHINGOLO|BA||582134|344340|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|215.9|-0.1|8|60|0|C|MXD|
151|3293|14750|15200||BERAZATEGUI|BA||581417|344642|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|219.9|0.1|13|45|0|C|MXD|
151|3294|15200|14750||FLORENCIO VARELA|BA||581614|344836|500|2|C-1096|SIEMENS|SRAL|20|-86|703||P 0,6M HP|M|39.9|-0.1|20|45|0|C|MXD|
151|3295|14750|15200||DEL VISO|BA||584812|342755|500|2|C-877|DIGITAL MICROWAVE CO|DMC SPECTRUM II|17|-79|703||P 0,6M HP|M|249.3|0|20|40|0|C|MXD|
151|3296|15200|14750||DERQUI|BA||585056|342846|500|2|C-877|DIGITAL MICROWAVE CO|DMC SPECTRUM II|17|-79|703||P 0,6M HP|M|69.3|0|24|39|0|C|MXD|
151|3297|14750|15200||BAHIA BLANCA|BA||621614|384648|500|2||||18|-87.5|704||P 1,2M|M|8|0|4|35|1|C|MXD|
151|3298|15200|14750||BAHIA BLANCA|BA||621548|384422|500|2||||18|-87.5|704||P 1,2M|M|188|0|13|35|1|C|MXD|
151|3299|14750|15200||MAR DEL PLATA|BA||574213|375545|500|2||||18|-87.5|704||P 1,2M|M|111|0|49|32|1|C|MXD|
151|3300|15200|14750||MAR DEL PLATA|BA||573837|375653|500|2||||18|-87.5|704||P 1,2M|M|291|0|35|30|1|C|MXD|
151|3301|14750|15200||RAMOS MEJIA|BA||583342|343828|500|2||||18|-81|701|MINI-LINK 15-E|P 1,2M|M|104.4|-0.2|23|85|0|C|MXD|
151|3303|14750|15200||RAMOS MEJIA|BA||583342|343828|500|2||||19|-84|701||P 1,2M|M|68.8|-0.2|25|78|0|C|MXD|
151|3302|15200|14750||CIUDAD DE BUENOS AIR|CF||582611|343957|500|2||||18|-81|701||P 1,2M|M|284.3|0.2|5|60|0|C|MXD|
151|3304|15200|14750||CIUDAD DE BUENOS AIR|CF||582620|343607|500|2||||18|-81|701||P 1,2M|M|248.8|0.2|19|36|0|C|MXD|
151|3305|14750|15200||CIUDAD DE BUENOA AIR|CF||582304|343642|500|2||||21|-76|704||P 1,2M|M|269.9|0|22|40|1|C|MXD|
151|3306|15200|14750||CIUDAD DE BUENOA AIR|CF||582330|343642|500|2||||21|-76|704||P 1,2M|M|90|0|22|55|1|C|MXD|
151|3307|14750|15200||CASTELAR|BA||583841|343823|500|2||||19.5|-88|0||P 0,6M|M|48.6|0|19|44|1|C|MXD|
151|3308|15200|14750||EL PALOMAR|BA||583522|343558|500|2||||19.5|-88|0||P 0,6M|M|228.6|0|23|34|1|C|MXD|
181|41|18470|0||SAN SALVADOR DE JUJU|JJ||651700|241145|72|1||EMCEE|MMT18505S|9|-65|0|ANDREW|HP4 - 180E|H|100.7|2|1275|20|1.8|R|TPTV|
181|67|18630|18750||CIUDADELA|BA||583125|343929|14|2|C-0383|DMC|DMC 18-LC|20|-85|901|ANDREW|HP 1.2m.|V|65.3|0.3|25|30|1.5|A|MXD|
181|68|18750|18630||CIUDAD DE BUENOS AIR|CF||582648|343744|14|2|C-0383|DMC|DMC 18-LC|20|-85|901|ANDREW|HP 1.2m.|V|245.3|-0.3|23|75|1.5|A|MXD|
181|69|18630|18750||VICENTE LOPEZ|BA||583014|343011|14|2|C-0383|DMC|DMC 18-LC|20|-85|901|ANDREW|HP 1.2m.|V|191|0.2|22|32|1.5|A|MXD|
181|70|18750|18630||CIUDAD DE BUENOS AIR|CF||583125|343511|14|2|C-0383|DMC|DMC 18-LC|20|-85|901|ANDREW|HP 1.2m.|V|11|-0.2|24|65|1.5|A|MXD|
181|73|18630|18750||CIUDAD DE BUENOS AIR|CF||582325|343646|14|2|C-0383|DMC|DMC 18-LC|20|-85|900|ANDREW|HP 0.6m.|V|316.7|-0.7|20|73|1.5|A|MXD|
181|74|18750|18630||CIUDAD DE BUENOS AIR|CF||582404|343612|14|2|C-0383|DMC|DMC 18-LC|20|-85|900|ANDREW|HP 0.6m.|V|136.7|0.7|15|57|1.5|A|MXD|
181|113|18552.5|19562.5|AYG821|CIUDAD DE BUENOS AIR|CF|AYG832|582341|343607|28|2||||20|-75|900|MARK|2 pies|H|23.7|0|22|57|0.7|A|MXD|
181|114|19562.5|18552.5|AYG832|CIUDAD DE BUENOS AIR|CF|AYG821|582325|343537|28|2||||20|-75|900|MARK|2 pies|H|203.7|0|22|50|0.7|A|MXD|
181|131|18387.5|19397.5|AYG910|CAMPANA|BA|AYG909|585748|340946|28|2||||20|-75|900|MARK|MARK|V|174.8|0|11|45|0.7|A|MXD|
181|132|19397.5|18387.5|AYG909|CAMPANA|BA|AYG910|585736|341136|28|2||||20|-75|900|MARK|MARK|V|354.8|0|17|42|0.7|A|MXD|
181|141|18750|18630||CIUDAD DE BUENOS AIR|CF||582851|343600|7|2||||16.5|-85.8|905||TELESCIENCES 4"|H|342.2|0.2|20|45|0.2|A|MXD|
181|142|18630|18750||MUNRO|BA||583040|343120|7|2||||16.5|-85.8|905||TELESCIENCES 4"|H|162.2|-0.2|23|85|0.2|A|MXD|
181|145|18387.5|19397.5|AZL5|CAMPANA|BA||585733|340946|28|2||||20|-75|900|MARK|P 0.6|H|189|0|11|30|0.7|A|MXD|
181|146|19397.5|18387.5||CAMPANA|BA|AZL5|585754|341136|28|2||||20|-75|900|MARK|P 0.6|H|9|0|17|30|0.7|A|MXD|
181|155|18030|19040|AZY33|CIUDAD DE BUENOS AIR|CF|AZY74|582404|343612|28|2||||20|-71|900||P 60 cm|V|94.3|0|15|70|0.4|A|MXD|
181|156|19040|18030|AZY74|CIUDAD DE BUENOS AIR|CF|AZY33|582316|343615|28|2||||20|-71|900||P 60 cm|V|274.3|0|18|61|0.4|A|MXD|
181|158|18930|17920||CIUDAD DE BUENOS AIR|CF||582316|343615|28|2||||20|-71|900||P 60 cm|H|133.3|0|18|61|0.4|A|MXD|
181|157|17920|18930||CIUDAD DE BUENOS AIR|CF||582245|343639|28|2||||20|-71|900||P 60 cm|H|313.3|0|20|45|0.4|A|MXD|
181|162|19040|18030|AZY39|CIUDAD DE BUENOS AIR|CF|AZY41|582704|343347|28|2||||20|-71|900||P 60 cm|V|122.7|0|13|106|0.4|A|MXD|
181|161|18030|19040|AZY41|CIUDAD DE BUENOS AIR|CF|AZY39|582611|343415|28|2||||20|-71|900||P 60 cm|V|302.7|0|10|70|0.4|A|MXD|
181|167|18030|19040||CIUDAD DE BUENOS AIR|CF||582218|343552|28|2||||20|-71|900||P 60 cm|V|224.3|0|10|50|0.4|A|MXD|
181|168|19040|18030|AZY48|CIUDAD DE BUENOS AIR|CF||582237|343608|28|2||||20|-71|900||P 60 cm|V|44.3|0|15|75|0.4|A|MXD|
181|170|19040|18030||CIUDAD DE BUENOS AIR|CF||582237|343608|28|2||||20|-71|900||P 60 cm|H|159.1|0|15|75|0.4|A|MXD|
181|169|18030|19040||CIUDAD DE BUENOS AIR|CF||582224|343636|28|2||||20|-71|900||P 60 cm|H|339.1|0|18|57|0.4|A|MXD|
181|171|17920|18930||CIUDAD DE BUENOS AIR|CF||582224|343636|28|2||||20|-71|900||P 60 cm|V|187|0|18|61|0.4|A|MXD|
181|172|18930|17920||CIUDAD DE BUENOS AIR|CF||582228|343703|28|2||||20|-71|900||P 60 cm|V|7|0|12|52|0.4|A|MXD|
181|177|17920|18930||CIUDAD DE BUENOS AIR|CF||582756|344134|28|2||||20|-71|901||P 1.2 m|V|253|0|9|72|0.4|A|MXD|
